food_code,name,group,kcal,protein_g,fat_g,satfat_g,carbs_g,sugars_g,fibre_g,salt_g
16-501,"Coley, flesh only, steamed, weighed with bones and skin",JA,95,20.9,1.3,0.23,0.0,0.0,0.0,0.198
17-729,"Complan powder, original and sweet",PAA,438,15.6,14.7,6.5,64.8,42.8,0.0,0.475
17-730,"Complan powder, savoury",PAA,439,16.1,15.6,6.62,62.5,6.2,0.2,2.25
12-566,"Complan powder, savoury, made up with water",BH,97,3.6,3.5,1.47,13.9,1.4,0.1,0.5
12-568,"Complan powder, sweet, made up with semi-skimmed milk",BH,132,6.1,4.5,2.26,17.8,13.0,0.0,0.188
12-569,"Complan powder, sweet, made up with skimmed milk",BH,122,6.1,3.4,1.52,17.9,13.1,0.0,0.19
12-567,"Complan powder, sweet, made up with water",BH,98,3.5,3.3,1.46,14.6,9.6,0.0,0.108
12-570,"Complan powder, sweet, made up with whole milk",BH,145,6.1,6.0,3.21,17.7,12.9,0.0,0.185
15-723,"Coo-coo, homemade",DR,99,2.4,1.8,0.64,17.7,0.0,0.7,0.022
12-501,"Cooking fat, compound, not polyunsaturated",BTM,900,0.0,100.0,42.3,0.0,0.0,0.0,0.0
19-486,"Coq au vin, homemade",MR,188,11.0,11.0,4.19,3.3,0.4,0.2,0.385
19-571,"Coq au vin, homemade, weighed with bone",MR,150,9.0,9.0,3.42,2.7,0.3,0.2,0.385
13-818,"Coriander leaves, dried",H,279,21.8,4.8,0.0,41.7,0.0,0.0,0.525
13-888,"Coriander leaves, fresh",H,18,2.1,0.5,0.0,1.2,0.9,2.8,0.115
13-875,Coriander seeds,H,0,12.4,17.8,0.99,0.0,0.0,41.9,0.088
15-724,"Corn fritters, fried in rapeseed oil, homemade",DR,287,5.8,15.2,2.65,32.9,4.9,2.5,0.36
15-725,"Corn pudding, homemade",DR,78,4.7,2.9,0.98,8.9,5.9,1.6,0.108
17-645,Corn snacks,SN,526,6.0,30.4,2.76,60.8,5.5,1.3,2.272
19-572,"Corned beef hash, homemade",MR,141,10.5,5.9,3.26,12.3,1.9,1.3,0.802
19-128,"Corned beef, canned",MI,205,25.9,10.9,5.7,1.0,1.0,0.0,2.15
12-507,Cornetto type ice cream cone,BP,292,3.5,14.4,11.04,39.6,27.9,1.2,0.225
19-573,"Cornish pasty, homemade",MR,287,6.7,19.2,7.07,27.8,2.3,2.5,0.328
19-466,"Cornish pasty, retail",MR,278,7.0,17.8,8.53,24.0,2.1,2.9,1.175
11-011,"Cornmeal, sifted",AA,368,9.4,3.3,0.0,73.1,0.0,2.2,0.0
19-477,"Coronation chicken, homemade",MR,362,16.6,31.4,3.25,3.5,3.4,0.2,0.305
19-574,"Coronation chicken, reduced fat, homemade",MR,216,16.6,14.8,2.0,4.2,2.9,0.2,0.0
13-628,"Courgette, boiled in unsalted water",DG,15,1.3,0.3,0.08,1.8,1.7,0.8,0.0
13-668,"Courgette, dried",DI,280,23.3,3.6,0.9,41.2,39.4,9.0,0.0
13-414,"Courgette, fried in butter",DG,63,2.6,4.8,3.1,2.6,2.5,1.2,0.002
13-232,"Courgette, fried in corn oil",DG,63,2.6,4.8,0.6,2.6,2.5,1.2,0.002
13-587,"Courgette, fried in rapeseed oil",DG,63,2.6,4.8,0.39,2.6,2.5,1.2,0.002
13-627,"Courgette, raw",DG,16,1.3,0.2,0.05,2.3,2.2,0.5,0.0
13-629,"Courgette, roasted in rapeseed oil",DG,39,2.0,1.9,0.16,3.55,3.4,0.77,0.0
15-726,"Courgettes with eggs, homemade",DR,112,3.9,9.7,1.66,2.2,2.0,0.9,0.07
11-902,"Couscous, plain, cooked",AT,178,7.2,1.0,0.18,37.5,1.0,2.2,0.01
11-901,"Couscous, plain, raw",AT,364,12.0,2.1,0.3,79.2,2.3,3.7,0.01
16-391,"Crab, brown meat, purchased cooked",JK,145,18.8,7.8,1.26,0.0,0.0,0.0,0.878
16-452,"Crab, canned in brine, drained",JK,77,18.1,0.5,0.1,0.0,0.0,0.0,1.375
16-441,"Crab, purchased cooked",JK,115,19.7,4.1,0.65,0.0,0.0,0.0,0.842
16-470,"Crab, white and brown meat, purchased cooked, weighed with shell",JK,51,8.6,1.8,0.29,0.0,0.0,0.0,0.37
16-392,"Crab, white meat, purchased cooked",JK,85,20.5,0.3,0.04,0.0,0.0,0.0,0.805
11-1134,"Crackers, wholemeal, homemade",AM,421,9.8,10.5,3.38,76.7,0.8,5.4,0.402
14-073,Cranberries,FA,15,0.4,0.1,0.0,3.4,3.4,3.0,0.005
17-744,Cranberry fruit juice drink,PE,45,0.0,0.0,0.0,12.1,12.1,0.0,0.0
16-235,"Crayfish, raw",JK,67,14.9,0.8,0.1,0.0,0.0,0.0,0.375
11-820,Cream crackers,AM,445,8.9,16.4,7.38,69.7,1.5,3.9,0.96
17-358,Cream of tartar,WY,239,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12-342,"Cream substitute, double",BJS,345,2.6,35.7,24.34,3.6,3.6,0.2,0.118
12-544,"Cream substitute, single",BJS,158,3.1,14.5,9.19,4.0,4.0,0.0,0.152
12-337,"Cream, dairy, extra thick (24% fat)",BJC,236,2.9,23.5,15.25,3.4,3.4,0.0,0.072
12-338,"Cream, dairy, UHT, canned spray, 85% cream",BJP,252,1.9,24.2,15.2,7.2,7.2,0.0,0.078
12-339,"Cream, dairy, UHT, half fat, canned spray",BJP,196,2.8,17.3,10.87,7.6,7.4,0.0,0.088
12-592,"Cream, fresh, clotted",BJC,586,1.6,63.5,39.7,2.3,2.3,0.0,0.045
12-334,"Cream, fresh, double, including Jersey cream",BJC,496,1.6,53.7,33.39,1.7,1.7,0.0,0.055
12-332,"Cream, fresh, single",BJC,193,3.3,19.1,12.15,2.2,2.2,0.0,0.072
12-333,"Cream, fresh, whipping",BJC,381,2.0,40.3,25.23,2.7,2.7,0.0,0.062
12-112,"Cream, half, fresh",BJC,148,3.0,13.3,8.3,4.3,4.3,0.0,0.122
12-571,"Crème caramel, homemade",BR,157,5.1,3.3,1.23,28.7,28.7,0.0,0.16
12-397,"Creme caramel, retail",BR,104,3.0,1.6,0.89,20.6,18.0,0.0,0.175
17-763,Creme egg,SEA,425,4.0,15.9,9.7,71.0,58.0,0.5,0.158
12-335,"Creme fraiche, full fat",BJC,378,2.2,40.0,27.1,2.4,2.1,0.0,0.055
12-336,"Creme fraiche, half fat",BJC,162,2.7,15.0,10.16,4.4,3.0,0.0,0.09
11-822,"Crispbread, rye",AM,284,8.6,1.4,0.16,63.4,3.4,20.0,0.66
11-988,Croissants,AG,373,8.3,19.7,9.76,43.3,5.3,3.1,0.825
11-1055,"Crumble, apple, homemade",AS,201,1.7,6.4,2.09,35.0,23.4,0.8,0.16
11-1056,"Crumble, fruit, homemade",AS,195,2.0,6.4,2.1,34.5,21.1,1.7,0.162
11-1020,"Crumble, fruit, retail",AS,219,2.4,8.3,3.97,36.0,21.8,2.3,0.205
11-994,"Crumble, fruit, wholemeal, homemade",AS,198,2.5,7.3,4.37,32.7,21.3,2.6,0.158
15-729,"Crumble, vegetable, with tinned tomatoes, homemade",DR,174,3.1,9.6,2.31,20.1,4.9,1.8,0.172
15-730,"Crumble, vegetable, with tinned tomatoes, wholemeal, homemade",DR,170,3.6,9.7,2.28,18.1,5.0,2.8,0.172
15-727,"Crumble, vegetable, with white sauce, homemade",DR,165,4.9,7.9,2.7,19.6,4.0,1.9,0.205
15-728,"Crumble, vegetable, with white sauce, wholemeal, homemade",DR,171,5.4,7.9,2.66,20.8,4.6,2.4,0.37
11-1057,"Crumble, with pie filling, homemade",AS,207,1.9,6.6,0.0,37.2,19.4,0.7,0.24
11-989,"Crumpets, toasted",AP,207,6.9,1.0,0.1,45.4,3.1,3.1,2.572
13-523,"Cucumber, raw, flesh and skin",DG,14,1.0,0.6,0.0,1.2,1.2,0.7,0.01
13-889,Cumin seeds,H,0,17.8,22.3,1.54,0.0,2.3,10.5,0.42
13-649,"Curly kale, boiled in unsalted water",DG,26,2.7,1.3,0.24,1.0,0.9,3.5,0.015
13-234,"Curly kale, raw",DG,33,3.4,1.6,0.2,1.4,1.3,3.1,0.108
11-1009,"Currant buns, retail",AF,280,8.0,5.6,1.86,52.6,16.0,2.9,0.575
11-948,"Currant buns, toasted",AP,311,8.9,6.2,2.07,58.4,17.8,3.2,0.65
14-074,Currants,FA,267,2.3,0.4,0.0,67.8,67.8,1.9,0.035
13-821,"Curry leaves, fresh",H,97,7.9,1.3,0.0,13.3,0.0,0.0,0.0
17-720,Curry paste,WC,253,4.7,21.3,0.0,11.3,7.0,6.8,3.8
13-876,Curry powder,H,233,9.5,10.8,0.0,26.1,0.0,23.0,1.125
13-823,"Curry powder, mixed flavours",H,316,13.0,13.9,0.0,34.7,0.0,0.0,1.0
15-731,"Curry, almond, homemade",DR,328,5.7,33.4,14.15,3.3,1.1,1.9,0.128
19-547,"Curry, beef and spinach, homemade",MR,94,11.4,4.4,1.28,3.6,2.8,0.8,0.09
19-549,"Curry, beef, homemade",MR,209,17.7,15.4,2.61,1.2,0.6,0.1,0.142
19-472,"Curry, beef, reduced fat, homemade",MR,139,18.8,7.1,2.26,1.3,0.7,1.0,0.16
19-488,"Curry, beef, retail, reheated",MR,137,13.5,6.6,3.1,6.3,4.5,2.4,0.475
19-529,"Curry, beef, retail, reheated, with rice",MR,147,9.5,4.6,1.9,18.2,2.6,1.8,0.432
15-627,"Curry, bhindi subji, homemade",DR,71,2.9,4.6,0.4,4.9,4.4,7.2,1.092
15-735,"Curry, black gram, whole and red kidney bean, homemade",DR,94,4.5,5.0,0.36,8.4,1.2,0.0,0.065
15-736,"Curry, black gram, whole, Bengali, homemade",DR,76,4.4,2.8,1.62,8.5,1.6,0.0,0.082
15-737,"Curry, black gram, whole, Gujerati, homemade",DR,154,8.4,6.7,3.96,15.3,2.5,0.0,0.178
15-738,"Curry, black-eye bean, homemade",DR,139,8.1,4.4,0.44,18.4,1.0,2.8,0.058
15-095,"Curry, black-eye bean, Punjabi, homemade",DR,111,6.0,4.0,2.5,13.7,1.1,2.4,0.0
15-739,"Curry, Bombay potato, homemade",DR,118,1.8,6.7,0.48,13.8,1.2,1.9,0.04
15-740,"Curry, cabbage, masala, homemade",DR,83,1.7,4.9,0.33,8.1,6.4,3.2,0.062
15-741,"Curry, cauliflower and potato, homemade",DR,60,2.6,2.0,0.19,6.7,2.7,2.1,0.032
15-742,"Curry, chick pea dahl and spinach, with butter, homemade",DR,182,6.4,12.0,6.69,12.9,0.9,0.0,0.338
15-743,"Curry, chick pea dahl and spinach, with vegetable oil, homemade",DR,201,6.3,14.2,0.98,12.8,0.9,0.0,0.11
15-641,"Curry, chick pea dhal, homemade",DR,152,7.9,6.1,0.68,17.8,1.9,0.0,0.08
15-748,"Curry, chick pea, UK type, homemade",DR,109,5.9,3.5,0.28,14.3,2.7,3.3,0.03
15-745,"Curry, chick pea, whole and potato, homemade",DR,119,5.9,5.4,0.72,12.6,2.1,2.4,0.042
15-746,"Curry, chick pea, whole and tomato, Gujerati, with butter ghee, homemade",DR,237,7.7,14.4,7.63,20.1,3.8,4.2,0.038
15-747,"Curry, chick pea, whole and tomato, Gujerati, with vegetable oil, homemade",DR,238,7.7,14.7,1.03,20.1,3.8,4.2,0.038
15-107,"Curry, chick pea, whole and tomato, Punjabi, with butter, homemade",DR,107,5.6,4.3,2.0,12.4,1.1,2.9,0.0
15-108,"Curry, chick pea, whole and tomato, Punjabi, with vegetable oil, homemade",DR,112,5.6,4.9,0.5,12.4,1.1,2.9,0.0
15-744,"Curry, chick pea, whole, Gujerati type, homemade",DR,183,9.7,7.6,0.59,21.8,1.2,4.7,0.108
19-449,"Curry, chicken balti, retail",MR,105,10.5,5.0,0.89,4.8,3.5,2.0,0.645
19-565,"Curry, chicken korma, homemade",MR,127,14.6,5.1,1.15,4.6,2.8,0.7,0.17
19-540,"Curry, chicken tandoori, retail, reheated",MR,214,27.4,10.8,3.3,2.0,1.0,0.8,0.0
19-296,"Curry, chicken tikka masala, retail, reheated",MIG,156,12.4,9.8,3.3,4.9,3.6,1.4,0.55
19-567,"Curry, chicken vindaloo, homemade",MR,192,18.5,12.5,1.19,2.6,1.7,0.7,0.162
19-568,"Curry, chicken vindaloo, reduced fat, homemade",MR,121,19.6,4.1,0.42,2.7,1.8,0.3,0.17
19-520,"Curry, chicken, average, retail, reheated",MR,149,12.1,8.9,4.0,5.4,4.4,1.5,0.6
19-528,"Curry, chicken, average, retail, reheated with rice",MR,154,8.5,5.8,2.34,18.2,2.4,1.3,0.5
19-322,"Curry, chicken, average, takeaway",MR,145,11.7,9.8,2.87,2.5,1.2,2.2,0.89
19-534,"Curry, chicken, made with cook-in sauce",MR,144,18.6,5.4,1.0,5.5,3.9,1.5,0.615
19-465,"Curry, chicken, Thai green, takeaway and restaurant",MR,119,8.8,8.7,5.29,1.5,0.5,2.6,1.375
15-749,"Curry, courgette and potato, homemade",DR,96,1.8,5.9,0.35,9.6,1.8,1.2,0.005
15-774,"Curry, dudhi, kofta, homemade",DR,111,2.6,6.9,1.87,9.3,0.0,0.0,0.01
15-750,"Curry, egg and potato, homemade",DR,138,7.5,9.3,1.58,6.5,1.5,1.1,0.208
15-752,"Curry, egg, in sweet sauce, UK type, homemade",DR,112,6.3,7.3,1.9,5.9,3.4,0.8,0.168
15-753,"Curry, egg, with butter, homemade",DR,135,5.4,10.6,5.56,4.7,3.4,1.4,0.325
15-754,"Curry, egg, with rapeseed oil, homemade",DR,149,5.3,12.2,1.46,4.7,3.3,1.4,0.162
16-462,"Curry, fish and vegetable, Bangladeshi, homemade",J,118,9.1,8.7,0.0,1.4,1.1,0.5,0.0
16-446,"Curry, fish, Bangladeshi, homemade",JR,125,12.4,8.0,0.78,1.5,1.2,0.8,0.0
16-364,"Curry, fish, homemade",JR,139,11.3,9.6,1.72,1.9,1.9,2.1,1.075
15-755,"Curry, green bean, masala, homemade",DR,130,1.7,12.5,0.87,4.4,2.6,3.1,0.035
16-455,"Curry, haddock, Bengali, homemade",JR,263,11.4,22.0,13.78,4.2,3.2,1.1,0.6
16-456,"Curry, herring, Bengali, homemade",JR,327,11.4,29.6,15.89,4.2,3.2,1.1,0.678
15-756,"Curry, karela, homemade",DR,111,1.6,9.7,1.38,4.6,3.3,1.2,0.005
19-591,"Curry, lamb biryani, homemade",MR,195,7.1,9.2,1.79,20.9,2.0,0.6,0.052
19-592,"Curry, lamb biryani, reduced fat, homemade",MR,150,7.4,3.7,1.28,21.9,2.0,0.6,0.05
19-595,"Curry, lamb rogan josh, homemade",MR,149,14.4,9.1,3.58,3.9,3.0,1.8,0.11
19-599,"Curry, lamb vindaloo, homemade",MR,199,19.8,12.9,5.06,2.7,1.8,0.9,0.148
19-535,"Curry, lamb, made with cook-in sauce",MR,242,15.5,17.7,7.13,5.5,3.9,1.5,0.578
15-757,"Curry, lentil, red/masoor dahl and mung bean dahl, homemade",DR,116,4.8,6.7,0.48,10.1,0.9,0.0,0.045
15-758,"Curry, lentil, red/masoor dahl and tomato, Punjabi, homemade",DR,93,3.2,5.5,2.41,8.5,2.4,1.3,0.045
15-759,"Curry, lentil, red/masoor dahl and tomato, with butter, homemade",DR,104,4.3,5.3,3.18,10.6,1.1,1.0,0.142
15-760,"Curry, lentil, red/masoor dahl and tomato, with vegetable oil, homemade",DR,113,4.3,6.3,0.45,10.6,1.1,1.0,0.032
15-761,"Curry, lentil, red/masoor dahl and vegetable, UK type, homemade",DR,112,5.7,3.8,0.3,14.8,2.4,1.8,0.03
15-125,"Curry, lentil, red/masoor dahl, mung bean dahl and tomato, homemade",DR,92,4.4,4.3,0.5,9.7,0.8,1.6,0.0
15-762,"Curry, lentil, red/masoor dahl, Punjabi, homemade",DR,141,7.2,4.6,0.35,19.3,3.9,2.0,0.138
15-763,"Curry, lentil, red/masoor dahl, with butter, homemade",DR,161,7.6,6.6,3.93,19.3,2.2,1.9,0.185
15-764,"Curry, lentil, red/masoor dahl, with vegetable oil, homemade",DR,173,7.6,7.9,0.57,19.2,2.2,1.9,0.05
15-765,"Curry, lentil, whole/masoor, Gujerati, homemade",DR,137,6.5,5.3,3.63,17.0,3.1,1.6,0.14
15-766,"Curry, lentil, whole/masoor, Punjabi, homemade",DR,148,5.7,8.3,0.58,13.9,1.4,1.3,0.065
15-767,"Curry, mung bean dahl and spinach, homemade",DR,102,7.8,2.9,0.3,12.3,3.0,0.0,0.382
15-132,"Curry, mung bean dahl and tomato, homemade",DR,95,5.6,3.6,0.4,11.2,0.8,2.6,0.0
15-768,"Curry, mung bean dahl, Bengali, homemade",DR,74,4.2,3.4,2.03,7.4,0.5,0.0,0.108
15-769,"Curry, mung bean, whole and turnip leaves, homemade",DR,169,4.4,14.4,7.49,6.2,0.3,0.0,0.248
15-771,"Curry, mung bean, whole, Gujerati, homemade",DR,126,6.0,5.9,0.45,13.2,2.5,2.7,0.015
15-490,"Curry, mung bean, whole, Punjabi, homemade",DR,74,4.2,2.8,1.64,8.8,1.0,1.9,0.578
15-776,"Curry, pea and potato, homemade",DR,147,2.5,11.0,0.8,10.2,2.7,2.8,0.065
15-777,"Curry, pigeon pea dahl and tomato, homemade",DR,56,2.3,2.2,0.18,7.3,1.5,1.1,0.025
15-778,"Curry, pigeon pea dahl with tomatoes and peanuts, homemade",DR,121,6.9,3.3,0.48,16.9,1.0,3.0,0.028
15-779,"Curry, pigeon pea dahl, with butter, homemade",DR,108,4.6,4.7,2.66,13.5,2.1,2.1,0.145
15-780,"Curry, pigeon pea dahl, with vegetable oil, homemade",DR,116,4.6,5.5,0.42,13.5,2.1,2.1,0.055
15-781,"Curry, potato and pea, homemade",DR,92,2.7,3.7,0.28,13.0,3.7,3.1,0.075
15-782,"Curry, potato, Gujerati, homemade",DR,94,1.5,5.4,0.38,11.8,2.1,1.4,0.055
15-783,"Curry, potato, Punjabi, homemade",DR,94,1.8,4.0,2.45,13.8,2.4,2.0,0.122
16-457,"Curry, prawn and mushroom, homemade",J,164,5.7,14.3,1.01,2.7,1.7,1.1,0.182
16-365,"Curry, Prawn bhuna, takeaway",JR,120,8.6,8.7,1.4,1.8,1.2,2.5,0.802
16-366,"Curry, Prawn madras, takeaway",JR,115,7.8,8.3,1.4,2.5,1.2,2.4,0.752
16-333,"Curry, prawn, takeaway",JR,118,8.2,8.5,1.4,2.3,1.4,2.5,0.778
15-784,"Curry, red kidney and mung bean, whole, homemade",DR,153,3.9,12.1,3.04,7.6,0.4,2.1,0.092
15-785,"Curry, red kidney bean, Gujerati, homemade",DR,107,4.0,6.1,0.43,9.7,2.3,2.8,0.01
15-146,"Curry, red kidney bean, Punjabi, homemade",DR,106,4.7,5.6,0.6,10.1,1.2,3.8,0.0
15-787,"Curry, spinach and potato, masala, homemade",DR,110,2.2,8.2,0.57,7.4,4.9,1.7,0.088
15-634,"Curry, Thai, stir-fry vegetable, takeaway and restaurant",DR,101,3.8,8.2,3.97,3.3,1.6,3.1,1.425
15-788,"Curry, tinda gourd and potato, homemade",DR,74,1.6,3.9,0.56,8.5,3.5,0.0,0.108
15-789,"Curry, vegetable, frozen mixed vegetables, homemade",DR,90,2.5,6.1,0.4,7.2,2.9,0.0,0.062
15-790,"Curry, vegetable, in sweet sauce, UK type, homemade",DR,51,1.3,2.1,0.51,7.3,3.9,1.3,0.022
15-791,"Curry, vegetable, Islami, homemade",DR,81,2.2,4.6,0.31,8.4,4.0,1.8,0.068
15-792,"Curry, vegetable, Pakistani, homemade",DR,64,2.3,2.6,0.9,9.2,3.9,2.2,0.058
15-619,"Curry, vegetable, ready meal, without rice, cooked",DR,94,2.1,6.0,1.89,8.4,3.4,1.8,0.5
15-892,"Curry, vegetable, retail, with rice",DR,125,3.0,4.1,1.16,20.2,1.9,1.5,0.442
15-793,"Curry, vegetable, West Indian, homemade",DR,60,2.4,4.0,0.37,4.1,2.1,3.1,0.135
15-794,"Curry, vegetable, with yogurt, UK type, homemade",DR,64,2.2,4.0,0.39,4.7,4.0,0.0,0.038
14-075,"Custard apple/Bullock's heart, flesh only",FA,70,1.5,0.4,0.0,16.1,14.9,0.0,0.012
11-1138,Custard powder,AA,354,0.6,0.7,0.1,92.0,0.0,0.1,0.945
12-572,"Custard, confectioners'",BR,153,6.6,3.8,1.52,24.8,19.0,0.3,0.185
12-573,"Custard, egg",BR,95,5.9,3.4,1.57,10.9,10.9,0.0,0.182
12-519,"Custard, made up with semi-skimmed milk",BR,95,4.0,2.0,1.24,16.4,11.2,0.0,0.168
12-574,"Custard, made up with skimmed milk",BR,81,4.0,0.3,0.16,16.5,11.3,0.0,0.172
12-575,"Custard, made up with whole milk",BR,114,4.0,4.2,2.64,16.3,11.1,0.0,0.168
12-543,"Custard, ready to eat, canned and tetra-pak",BR,98,2.7,2.9,1.89,16.3,12.8,0.0,0.102
16-254,"Cuttlefish, raw",JM,71,16.1,0.7,0.2,0.0,0.0,0.0,0.925
16-038,"Dab, raw",JA,74,15.7,1.2,0.0,0.0,0.0,0.0,0.192
13-484,"Dahl, mixed, homemade",DB,60,4.9,0.7,0.08,9.1,0.5,3.1,0.592
15-511,"Dal Dhokari, homemade",DR,123,5.6,3.3,0.51,19.2,1.2,0.0,0.855
14-077,"Damsons, flesh and skin, raw",FA,38,0.5,0.0,0.0,9.6,9.6,1.8,0.005
14-078,"Damsons, flesh and skin, raw, weighed with stones",FA,34,0.5,0.0,0.0,8.6,8.6,1.6,0.005
14-079,"Damsons, stewed with sugar",FA,74,0.4,0.0,0.0,19.3,19.3,1.5,0.002
14-080,"Damsons, stewed with sugar, weighed with stones",FA,68,0.4,0.0,0.0,17.6,17.6,1.4,0.002
14-081,"Damsons, stewed without sugar",FA,34,0.5,0.0,0.0,8.7,8.7,1.6,0.002
14-082,"Damsons, stewed without sugar, weighed with stones",FA,31,0.4,0.0,0.0,7.9,7.9,1.5,0.002
14-394,"Dates, dried, flesh and skin",FA,235,2.4,0.6,0.3,58.7,58.0,7.5,0.028
14-399,"Dates, dried, flesh and skin, weighed with stones",FA,197,2.0,0.5,0.25,49.3,48.7,6.3,0.022
14-083,"Dates, raw, flesh and skin",FA,124,1.5,0.1,0.0,31.3,31.3,1.8,0.018
14-084,"Dates, raw, flesh and skin, weighed with stones",FA,107,1.3,0.1,0.0,26.9,26.9,1.5,0.015
12-398,"Desserts, dairy, chocolate",BR,214,4.3,10.7,6.26,26.7,24.0,0.0,0.185
19-576,"Devilled kidneys, homemade",MR,129,13.7,7.7,3.09,1.4,1.5,0.3,0.472
13-826,Dill seeds,H,0,16.0,14.5,0.7,0.0,0.0,0.0,0.05
13-825,"Dill, dried",H,253,19.9,4.4,0.0,42.2,37.6,13.6,0.525
13-824,"Dill, fresh",H,25,3.7,0.8,0.0,0.9,0.8,2.5,0.065
17-299,"Dips, sour-cream based, assorted flavours",WCG,360,2.9,37.0,0.0,4.0,2.0,0.0,0.825
17-677,"Dips, sour-cream based, reduced fat",WCG,180,3.9,15.2,4.4,7.3,3.4,0.1,0.375
19-526,Doner kebab in pitta bread with salad,MR,248,14.1,16.0,7.54,12.5,1.1,0.9,0.0
19-539,"Doner kebabs, meat only",MR,377,23.5,31.4,14.98,0.0,0.0,0.0,0.0
15-513,"Dosa, filling, vegetable, homemade",DR,97,1.8,6.3,0.74,10.2,4.1,1.5,1.115
11-850,"Doughnuts, ring, iced",AP,413,5.8,25.7,14.14,42.3,16.2,2.7,0.815
11-849,"Doughnuts, with jam",AP,321,5.4,13.1,4.96,48.4,20.3,1.7,1.01
16-039,"Dover sole, raw",JA,89,18.1,1.8,0.0,0.0,0.0,0.0,0.25
17-715,"Dressing, blue cheese",WCG,368,2.0,35.9,6.59,9.8,7.7,1.3,2.1
17-701,"Dressing, French",WCG,335,0.3,32.2,0.0,11.7,6.7,0.5,1.5
17-716,"Dressing, French, fat free",WCG,33,0.1,0.0,0.0,8.7,8.6,0.5,2.975
17-787,"Dressing, French, homemade",WC,680,0.1,74.9,10.73,0.2,0.2,0.0,0.002
17-788,"Dressing, oil and lemon, homemade",WC,652,0.1,72.4,4.79,3.4,3.4,0.1,0.0
17-717,"Dressing, thousand island",WCG,210,0.7,16.4,2.04,15.9,13.4,0.4,1.175
17-789,"Dressing, yogurt, homemade",WC,72,5.3,2.7,1.73,7.1,7.0,0.1,0.182
14-087,Dried mixed fruit,FA,268,2.3,0.4,0.0,68.1,68.1,2.2,0.12
17-790,"Drinking chocolate powder, made up with semi-skimmed milk",PAA,74,3.7,2.0,1.26,10.9,10.7,0.0,0.145
17-791,"Drinking chocolate powder, made up with skimmed milk",PAA,62,3.7,0.7,0.4,10.9,10.8,0.0,0.148
17-792,"Drinking chocolate powder, made up with whole milk",PAA,89,3.6,3.8,2.38,10.8,10.6,0.0,0.142
17-498,"Drinking chocolate, powder",PAA,377,6.4,5.8,3.41,79.7,77.7,0.0,0.57
17-499,"Drinking chocolate, powder, reduced fat",PAA,354,6.4,2.3,1.35,82.1,82.1,0.0,0.57
17-487,"Dripping, beef",OF,891,0.0,99.0,50.62,0.0,0.0,0.0,0.012
13-237,"Drumstick leaves, boiled in unsalted water",DG,70,6.6,1.0,0.0,11.2,0.0,0.0,0.022
13-236,"Drumstick leaves, raw",DG,72,7.4,1.5,0.0,9.2,0.0,0.0,0.01
13-239,"Drumstick pods, boiled in unsalted water",DG,36,2.1,0.2,0.0,6.1,0.0,0.0,0.108
13-238,"Drumstick pods, raw",DG,37,2.1,0.2,0.0,7.2,0.0,0.0,0.105
19-578,"Duck a l'orange, excluding fat and skin, homemade",MR,122,11.2,6.5,2.62,4.0,1.0,0.0,0.642
19-579,"Duck a l'orange, including fat and skin, homemade",MR,236,9.8,20.0,6.54,3.7,0.9,0.0,0.6
19-580,"Duck with pineapple, homemade",MR,313,13.8,25.5,7.62,6.7,4.9,0.3,0.66
18-490,"Duck, crispy, chinese style, meat and skin",MCC,331,27.9,24.2,7.2,0.3,0.0,0.0,1.132
18-489,"Duck, meat only, raw",MCC,137,19.7,6.5,2.0,0.0,0.0,0.0,0.275
18-495,"Duck, raw, meat only, weighed with fat, skin and bone",MCC,38,5.5,1.8,0.6,0.0,0.0,0.0,0.078
18-371,"Duck, raw, meat, fat and skin",MCC,388,13.1,37.3,10.7,0.0,0.0,0.0,0.182
18-372,"Duck, roasted, meat only",MCC,195,25.3,10.4,3.3,0.0,0.0,0.0,0.24
18-373,"Duck, roasted, meat only, weighed with fat, skin and bone",MCC,41,5.3,2.2,0.7,0.0,0.0,0.0,0.05
18-374,"Duck, roasted, meat, fat and skin",MCC,423,20.0,38.1,11.4,0.0,0.0,0.0,0.218
11-962,"Dumplings, homemade",AT,211,2.7,11.7,6.63,25.4,0.2,1.2,0.345
14-088,"Durian, flesh only",FA,136,2.4,1.4,0.0,28.4,23.2,0.0,0.002
11-838,"Eccles cakes, retail",AN,365,4.4,18.3,9.4,48.8,34.0,3.6,0.552
16-036,"Eel, conger, flesh only, grilled",JA,137,21.7,5.5,0.0,0.0,0.0,0.0,0.15
16-037,"Eel, conger, flesh only, grilled, weighed with bones and skin",JA,71,11.3,2.9,0.0,0.0,0.0,0.0,0.078
16-035,"Eel, conger, flesh only, raw",JA,114,18.1,4.6,0.0,0.0,0.0,0.0,0.125
16-173,"Eel, yellow, raw",JC,168,16.6,11.3,2.9,0.0,0.0,0.0,0.222
12-950,Egg fu yung,CDE,229,10.2,19.3,2.47,2.5,1.9,1.2,0.628
17-793,"Egg nog, homemade",QI,98,4.0,2.3,1.08,9.6,9.6,0.0,0.125
12-945,"Eggs, chicken, scrambled, with semi-skimmed milk",CD,237,11.0,21.2,10.82,0.7,0.7,0.1,0.632
12-941,"Eggs, chicken, white, boiled",CA,52,13.0,0.0,0.0,0.0,0.0,0.0,0.378
